,Puzzle Number,Algorithm,Heuristic,Length of the Solution,Length of Search Path,Execution Time(in seconds)
0,1,UCS,N/A,2,15,0.006004810333251953
1,1,GBFS,h1,2,15,0.004504680633544922
2,1,GBFS,h2,2,15,0.006005287170410156
3,1,GBFS,h3,2,15,0.006505727767944336
4,1,GBFS,h4,2,15,0.005505084991455078
5,1,A/A*,h1,2,5,0.0015010833740234375
6,1,A/A*,h2,2,5,0.0015017986297607422
7,1,A/A*,h3,2,5,0.0015006065368652344
8,1,A/A*,h4,2,5,0.0015017986297607422
